Time,Max Concentration,Last Pit,Air Temp,Track Temp,Wind Speed,Yellow
20.0,21.697795389789476,0.3333333333333333,68.39996,87.00008000000003,1.9,0
40.0,15.306122448979592,0.6666666666666666,68.39996,87.00008000000003,1.9,0
60.0,15.456989247311828,1.0,68.30006,87.99998000000002,1.9,0
80.0,15.406162464985995,1.3333333333333333,68.30006,87.99998000000002,1.9,0
100.0,15.49865229110512,1.6666666666666667,68.30006,87.99998000000002,1.9,0
120.0,11.194029850746267,2.0,68.30006,89.00005999999998,1.3,0
140.0,10.848897694894736,2.333333333333333,68.30006,89.00005999999998,1.3,0
160.0,12.329931972789115,2.6666666666666665,68.30006,89.00005999999998,1.3,0
180.0,10.752688172043012,3.0,68.30006,89.99996,1.9,0
200.0,11.904761904761903,3.333333333333333,68.30006,89.99996,1.9,0
220.0,8.333333333333334,3.6666666666666665,68.30006,89.99996,1.9,0
240.0,10.277903079373964,4.0,68.39996,91.00004,2.6,0
260.0,9.611742156535703,4.333333333333333,68.39996,91.00004,2.6,0
280.0,7.227891156462586,4.666666666666667,68.39996,91.00004,2.6,0
300.0,7.708479327259988,5.0,68.39996,91.00004,0.6,0
320.0,8.333333333333334,5.333333333333333,68.39996,91.00004,0.6,0
340.0,7.995735607675908,5.666666666666668,68.39996,91.00004,0.6,0
360.0,7.422930001770084,6.0,68.39996,91.00004,1.3,0
380.0,7.653061224489796,6.333333333333332,68.39996,91.00004,1.3,0
400.0,6.779661016949151,6.666666666666668,68.39996,91.00004,1.3,0
420.0,8.403361344537815,7.0,68.39996,91.99994,0.0,0
440.0,8.333333333333334,7.333333333333332,68.39996,91.99994,0.0,0
460.0,7.422930001770084,7.666666666666668,68.39996,91.99994,0.0,1
480.0,5.952380952380952,8.0,68.50004,93.00002,0.6,1
500.0,6.720430107526883,8.333333333333334,68.50004,93.00002,0.6,1
520.0,7.002801120448179,8.666666666666666,68.50004,93.00002,0.6,1
540.0,4.8043925875085804,9.0,68.39996,93.00002,3.2,0
560.0,6.929637526652452,9.333333333333334,68.39996,93.00002,3.2,0
580.0,8.333333333333334,9.666666666666666,68.39996,93.00002,3.2,0
600.0,7.653061224489796,10.0,68.50004,93.00002,4.6,0
620.0,4.905395935529082,10.333333333333334,68.50004,93.00002,4.6,0
640.0,4.901960784313727,10.666666666666666,68.50004,93.00002,4.6,0
660.0,5.3304904051172715,11.0,68.39996,91.99994,1.3,0
680.0,8.564919232811635,11.333333333333336,68.39996,91.99994,1.3,0
700.0,5.1020408163265305,11.666666666666664,68.39996,91.99994,1.3,0
720.0,6.3775510204081645,12.0,68.39996,93.00002,3.2,0
740.0,8.333333333333334,12.333333333333336,68.39996,93.00002,3.2,0
760.0,6.863417982155113,12.666666666666664,68.39996,93.00002,3.2,0
780.0,7.462686567164179,13.0,68.50004,93.00002,4.6,0
800.0,6.219362571876043,13.333333333333336,68.50004,93.00002,4.6,0
820.0,8.928571428571429,13.666666666666664,68.50004,93.00002,4.6,0
840.0,6.3069376313945344,14.0,68.30006,91.99994,0.6,0
860.0,6.7385444743935325,14.333333333333336,68.30006,91.99994,0.6,0
880.0,8.528784648187633,14.666666666666664,68.30006,91.99994,0.6,0
900.0,8.564919232811635,15.0,68.19998000000001,91.99994,1.9,0
920.0,8.928571428571429,15.333333333333336,68.19998000000001,91.99994,1.9,0
940.0,8.333333333333334,15.666666666666664,68.19998000000001,91.99994,1.9,0
960.0,8.236101578586137,16.0,68.10008,93.00002,0.6,0
980.0,16.666666666666668,16.333333333333332,68.10008,93.00002,0.6,0
1000.0,7.9939246172908565,16.666666666666668,68.10008,93.00002,0.6,0
1020.0,7.227891156462586,17.0,68.10008,93.99992,1.3,0
1040.0,8.333333333333334,17.333333333333332,68.10008,93.99992,1.3,0
1060.0,6.302521008403361,17.666666666666668,68.10008,93.99992,1.3,0
1080.0,4.043126684636119,18.0,68.10008,95.0,3.2,0
1100.0,4.264392324093817,18.33333333333333,68.10008,95.0,3.2,0
1120.0,5.138951539686982,18.666666666666668,68.10008,95.0,3.2,0
1140.0,5.952380952380952,19.0,68.19998000000001,96.00008,1.9,0
1160.0,5.6380591545166485,19.33333333333333,68.19998000000001,96.00008,1.9,0
1180.0,5.138951539686982,19.666666666666668,68.19998000000001,96.00008,1.9,0
1200.0,8.333333333333334,20.0,68.10008,95.0,2.6,0
1220.0,5.376344086021506,20.33333333333333,68.10008,95.0,2.6,0
1240.0,6.302521008403361,20.666666666666668,68.10008,95.0,2.6,0
1260.0,5.376344086021506,21.0,68.0,95.0,1.3,0
1280.0,7.422930001770084,21.33333333333333,68.0,95.0,1.3,0
1300.0,5.4559625876851126,21.66666666666667,68.0,95.0,1.3,0
1320.0,5.7099461552077555,22.0,68.0,96.00008,1.9,0
1340.0,5.138951539686982,22.33333333333333,68.0,96.00008,1.9,0
1360.0,5.1020408163265305,22.66666666666667,68.0,96.00008,1.9,0
1380.0,5.138951539686982,23.0,68.0,96.00008,1.9,0
1400.0,4.716981132075472,23.33333333333333,68.0,96.00008,1.9,0
1420.0,4.797441364605544,23.66666666666667,68.0,96.00008,1.9,0
1440.0,5.602240896358542,24.0,68.10008,96.00008,2.6,0
1460.0,4.67687074829932,24.33333333333333,68.10008,96.00008,2.6,0
1480.0,5.138951539686982,24.66666666666667,68.10008,96.00008,2.6,0
1500.0,4.67687074829932,25.0,68.0,95.0,0.6,0
1520.0,5.6380591545166485,25.33333333333333,68.0,95.0,0.6,0
1540.0,5.138951539686982,25.66666666666667,68.0,95.0,0.6,0
1560.0,5.138951539686982,26.0,68.0,96.00008,0.0,0
1580.0,5.376344086021506,26.33333333333333,68.0,96.00008,0.0,0
1600.0,5.602240896358542,26.66666666666667,68.0,96.00008,0.0,0
1620.0,4.716981132075472,27.0,68.0,98.00006,1.9,0
1640.0,4.797441364605544,27.33333333333333,68.0,98.00006,1.9,0
